Name,Jutsu,Appears In,Sex,Classification,Clan,Tools,Occupation,Team,Affiliation,Nature Type,Images
Kiba Inuzuka,Beast Human Clone;Booby Trap;Combination Transformation;Fang Passing Fang;Fang Rotating Fang;Fang Wolf Fang;Four Legs Technique;Human Beast Combination Transformation: Double-Headed Wolf;Human Beast Mixture Transformation — Three-Headed Wolf;Passing Fang;Shadow Clone Technique;Super Fang Wolf Fang ;Tail Chasing Fang Fang Rotating Fang,Anime;Manga;Novel;Game;Movie,Male,,Inuzuka,Military Rations Pill,Dog Breeder  ,Team 8,Konohagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/0/03/Kiba.png/revision/latest/scale-to-width-down/300?cb=20180124105049
Mimi Inuzuka,,Anime,Female,,Inuzuka,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/c/c8/Mimi_Inuzuka.png/revision/latest/scale-to-width-down/300?cb=20220821153124
Tsume Inuzuka,Fang Passing Fang;Four Legs Technique;Passing Fang,Anime;Manga;Game;Movie,Female,,Inuzuka,Flash Bomb,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/f/f6/Tsume_Inuzuka.png/revision/latest/scale-to-width-down/300?cb=20160203222106
Io,Wooden Puppet Manipulation Technique,Anime,Male,,,Dako,Ninja tool inventor,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/c/cc/I%C5%8D.png/revision/latest/scale-to-width-down/300?cb=20220209090955
Io (medical-nin),Earth Release: Flying Thrown Stones,Anime,Male,Medical-nin,,Sealing Tag,,Logistical Support and Medical Division,Konohagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/a/a0/I%C5%8D_newshot.png/revision/latest/scale-to-width-down/300?cb=20130411172141
Iori,,Anime,Male,,,,,,Green Banks,,https://static.wikia.nocookie.net/naruto/images/2/26/Iori.png/revision/latest/scale-to-width-down/300?cb=20180117103552
Iroha (Genin),,Anime,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/b/bf/Iroha.png/revision/latest/scale-to-width-down/300?cb=20151016002351
Isago,,Anime;Manga,Male,,,,,,Sunagakure,,https://static.wikia.nocookie.net/naruto/images/4/4d/Isago.png/revision/latest/scale-to-width-down/300?cb=20160113170550
Isago (anime),,Anime,Female,,,,,,Land of Wind,,
Isaribi,Kaima Form;Water Release: Large Projectile,Anime,Female,,,,,,Land of the Sea  (former),Water Release,https://static.wikia.nocookie.net/naruto/images/d/d7/Isaribi.png/revision/latest/scale-to-width-down/300?cb=20150528184208
Ise,,Anime;Manga,Male,,,,Doctor,,Amegakure,,https://static.wikia.nocookie.net/naruto/images/2/2c/Ise.png/revision/latest/scale-to-width-down/300?cb=20141104204851
Udon Ise,,Anime;Manga;Novel;Game;Movie,Male,,,,,Team Ebisu,Konohagakure,Water Release  ,https://static.wikia.nocookie.net/naruto/images/7/76/Udon_p1.png/revision/latest/scale-to-width-down/300?cb=20150122130939
Ishidate,,Novel;Movie,Male,Missing-nin,,Odourless Poison Mist,,Wandering Ninja Clan,Land of the Moon,,https://static.wikia.nocookie.net/naruto/images/8/86/Ishidate.png/revision/latest/scale-to-width-down/300?cb=20160123111751
Ishikawa,,Anime;Manga,Male,,Kamizuru   ,,Tsuchikage,,Iwagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/a/a1/Ishikawa.png/revision/latest/scale-to-width-down/300?cb=20141016130654
Isobu,Chakra Transfer Technique;Coral Palm;Illusionary Mist ;Leaping Bullet Shell Tower;Shadow Stroke;Tailed Beast Ball;Tailed Beast Full Charge;Tailed Beast Shockwave ;Tailed Beast Telepathy;Three-Tails Mini Clone ;Water Release: Great Water Mass Bullet ,Anime;Manga;Novel;Game;Movie,,Tailed Beast,,,,,Kirigakure,Water Release,https://static.wikia.nocookie.net/naruto/images/d/df/Isobu.png/revision/latest/scale-to-width-down/300?cb=20130913110358
Isono,,Anime,Male,,,,,,,,https://static.wikia.nocookie.net/naruto/images/d/dd/Isono.png/revision/latest/scale-to-width-down/300?cb=20130418170814
Natto Itohiki,,Anime,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/4/4c/Natt%C5%8D_Itohiki.png/revision/latest/scale-to-width-down/300?cb=20220313061551
Tsuru Itoi,Hair Binding Technique ;Multiple String Light Formation ;String Light Formation ,Anime;Novel;Game,Female,,,,,Team 40,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/c/cb/Tsuru.png/revision/latest/scale-to-width-down/300?cb=20171220102222
Yuina Itomaki,,Anime,Female,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/7/7f/Yuina_Itomaki.png/revision/latest/scale-to-width-down/300?cb=20200426150748
Ittan,Earth Release: Moving Earth Core;Earth Release: Rock Shelter,Anime;Manga,Male,,,,,Surprise Attack Division,Iwagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/e/ea/Ittan_Anime.png/revision/latest/scale-to-width-down/300?cb=20160307035546
Ittetsu,,Anime;Manga,Male,,,,,,Sunagakure,,https://static.wikia.nocookie.net/naruto/images/f/f0/Ittetsu.png/revision/latest/scale-to-width-down/300?cb=20150825105206
Iwa Doctor,,Anime,Male,,,,Doctor,,Iwagakure,,https://static.wikia.nocookie.net/naruto/images/f/ff/Iwa_Doctor_Infobox.png/revision/latest/scale-to-width-down/300?cb=20201012012226
Iwa Kunoichi,Earth Release: Earth and Stone Dragon;Earth Release: Underground Split,,Female,,,Sword,,,Iwagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/0/00/Iwagakure_Kunoichi.png/revision/latest/scale-to-width-down/300?cb=20150816115104
Iwaji,,Anime,Male,,,,,Three Brothers,Iwagakure,,https://static.wikia.nocookie.net/naruto/images/d/d9/Iwa-ji.png/revision/latest/scale-to-width-down/300?cb=20111208135609
Iwakyo,,Anime,Male,,,,,Three Brothers,Iwagakure,,https://static.wikia.nocookie.net/naruto/images/3/37/Third_Iwa_brother.png/revision/latest/scale-to-width-down/300?cb=20111208135647
Iwana (Otogakure),Hiding with Camouflage Technique,Anime,Male,,,Fuma Shuriken,,Team Kajika,Otogakure,,https://static.wikia.nocookie.net/naruto/images/6/60/Iwana.png/revision/latest/scale-to-width-down/300?cb=20121223133846
Iwana (citizen),,Anime,Male,,,,,,Land of Water,,https://static.wikia.nocookie.net/naruto/images/5/56/Iwana_-_Villager.png/revision/latest/scale-to-width-down/300?cb=20220404001126
Iwazo,Earth Release: Ground Bedrock,Anime,Male,,,,,Three Brothers,Iwagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/4/4d/Iwazo.png/revision/latest/scale-to-width-down/300?cb=20111208133920
Iyashi,Mystical Palm Technique ,Anime;Manga;Game,Male,Medical-nin,,,,Medic Corps,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/b/b7/Medical-nin.png/revision/latest/scale-to-width-down/300?cb=20150529144140
Tenma Izumo,,Anime;Novel;Game,Male,,,,,Team 2,Konohagakure,Yin Release  ,https://static.wikia.nocookie.net/naruto/images/f/f8/Tenma_Izumo.png/revision/latest/scale-to-width-down/300?cb=20160317112128
Amagi Izuno,,Anime,Female,,Izuno,,Head of the Izuno Clan,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/3/3f/Amagi_Izuno.png/revision/latest/scale-to-width-down/300?cb=20211115011846
Daruma Izuno,,Anime,Male,,Izuno,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/2/2a/Daruma.png/revision/latest/scale-to-width-down/300?cb=20211115121022
Mazuma Izuno,,Anime,Female,,Izuno,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/5/5e/Mazuma.png/revision/latest/scale-to-width-down/300?cb=20211115120345
Wasabi Izuno,Naruto Mobile20162016,Anime;Manga;Novel;Game,Female,Medical-nin,Izuno,,,Team 15,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/4/49/Wasabi.png/revision/latest/scale-to-width-down/300?cb=20171220103023
Io (Bamboo Village),,Anime;Novel,Male,,,,Village Head,,Bamboo Village,,https://static.wikia.nocookie.net/naruto/images/b/b1/I%C5%8D_Infobox.png/revision/latest/scale-to-width-down/300?cb=20170112170533
J,,Anime;Manga;Game,Male,,,,,,Kumogakure,,https://static.wikia.nocookie.net/naruto/images/5/51/J.png/revision/latest/scale-to-width-down/300?cb=20220209063750
JJ,,Anime;Manga;Novel,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/b/bf/J.J.png/revision/latest/scale-to-width-down/300?cb=20171209020150
Jaggy,,Anime,Male,,,,,,,,https://static.wikia.nocookie.net/naruto/images/d/dd/Jaggy.png/revision/latest/scale-to-width-down/300?cb=20210809180458
Jako,Chakra Liquid,Anime,Male,,,,Thief,Jako's Gang,,,https://static.wikia.nocookie.net/naruto/images/b/bc/Jako.png/revision/latest/scale-to-width-down/300?cb=20170327172019
Janmāru-Tataru,,Anime;Manga;Novel,Male,,,,Astronomer,,,,https://static.wikia.nocookie.net/naruto/images/3/30/Hoshinarabe_11.png/revision/latest?cb=20221203235512
Janto,,Anime;Manga;Game,Male,,,,Gambler,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/0/0b/Jant%C5%8D.png/revision/latest/scale-to-width-down/300?cb=20150130150733
Jibachi,Bee Bomb Technique;Beeswax Clone;Hiding with Camouflage Technique,Anime,Male,,Kamizuru,,,,Iwagakure,,https://static.wikia.nocookie.net/naruto/images/a/a8/Jibachi_Kamizuru.PNG/revision/latest/scale-to-width-down/300?cb=20150508014745
Jibiki,Water Flow Sensing Technique,Anime,Male,Sensor Type,Funato,,Pirate,,Land of Water,Water Release,https://static.wikia.nocookie.net/naruto/images/4/40/Jibiki.png/revision/latest/scale-to-width-down/300?cb=20220413075351
Jiga,Magnet Ninja Art;Magnet Ninja Art: Electromagnetic Vision;Magnet Ninja Art: Infinite Meteors,Anime,Male,Missing-nin,,Kusarigama,,Janin,Land of Vegetables,,https://static.wikia.nocookie.net/naruto/images/b/ba/Jiga2.png/revision/latest/scale-to-width-down/300?cb=20150626122126
Jigen,Kāma,Anime;Manga;Game,Male,,,,Monk,,Kara,,https://static.wikia.nocookie.net/naruto/images/5/54/Jigen_Infobox.png/revision/latest/scale-to-width-down/300?cb=20210902055901
Jigumo,Empty Cicada Shell Technique;Wind Spider Technique,Anime,Male,,Fuma (Land of Sound),,,,Otogakure,,https://static.wikia.nocookie.net/naruto/images/d/d1/Jigumo.png/revision/latest/scale-to-width-down/300?cb=20150601141332
Jiji,Earth Release: Earth-Style Wall ;Redaku Reincarnation Ninjutsu,Anime;Manga;Novel,Male,,,,,,Sunagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/6/67/Jiji.png/revision/latest/scale-to-width-down/300?cb=20230115171556
Jimei,,Manga,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/5/55/Jimei.JPG/revision/latest?cb=20150807085416
Jin,,Anime,Male,,,,Thief,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/0/08/Jin.png/revision/latest/scale-to-width-down/300?cb=20220513111656
Jiraiya,Barrier: Canopy Method Formation;Barrier: Toad Gourd Prison;Big Ball Rasengan;Earth Release: Earth-Style Wall ;Earth Release: Swamp of the Underworld;Finger Carving Seal;Fire Release: Big Flame Bullet;Fire Release: Dragon Fire Technique;Fire Release: Fire Dragon Flame Bullet ;Fire Release: Flame Bullet;Fire Release: Toad Oil Flame Bullet;Fire Sealing Method;Five Elements Unseal;Frog Kata;Hair Needle Senbon;Hiding in a Toad Technique;Needle Hell ;Needle Jizo;Rasengan;Reverse Summoning Technique ;Sage Art: Goemon;Sage Mode;Shadow Clone Technique;Spiralling Serial Spheres;Summoning Technique (Toad);Summoning: Crushing Toad Stomach ;Summoning: Food Cart Destroyer Technique;Summoning: Toad Mouth Bind;Summoning: Toad Shop Technique;Toad Flatness — Shadow Manipulation Technique;Toad Oil Bullet;Transparent Escape Technique;Turning into a Frog Technique;Ultra-Big Ball Rasengan;Water Release: Water Gun ;Wild Lion's Mane Technique,Anime;Manga;Game;Movie,Male,Sage,,Chakra-Suppressing Seal,Writer,Team Hiruzen,Konohagakure,Fire Release,https://static.wikia.nocookie.net/naruto/images/2/21/Profile_Jiraiya.PNG/revision/latest/scale-to-width-down/300?cb=20160115173538
Jiro,,Anime,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/5/5a/Jiro.png/revision/latest/scale-to-width-down/300?cb=20140427210524
Jirobo,,Anime;Manga;Game,Male,,,,,Sound Four,Otogakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/4/45/Jirobo_newshot.png/revision/latest/scale-to-width-down/300?cb=20151217182803
Sayu Joge,,Anime;Novel;Game,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/6/68/Sayu.png/revision/latest/scale-to-width-down/300?cb=20180128121833
Jomae Village Head,,Anime,Male,,,Shakujo,Village Head,,Jomae Village,,https://static.wikia.nocookie.net/naruto/images/4/4d/Lock_village_elder.png/revision/latest/scale-to-width-down/300?cb=20220311124620
Joseki,,Anime;Manga,Male,,,,Senior,Suna Council,Sunagakure,,https://static.wikia.nocookie.net/naruto/images/e/ec/J%C5%8Dseki.png/revision/latest/scale-to-width-down/300?cb=20160115172504
Jugo,Cellular Regeneration Absorption;Cellular Regeneration Ejection;Chain;Chakra Transfer Technique;Destroying Axe Fist;Jet Booster Jump;Multiple Lotus Nonself Connected Cannons;Piston Fist;Piston Fist: Style One;Sage Mode;Sage Transformation,Anime;Manga;Novel;Game,Male,Sage,Jugo's,,,Taka,Otogakure,Wind Release,https://static.wikia.nocookie.net/naruto/images/4/42/Jugo.png/revision/latest/scale-to-width-down/300?cb=20150616195401
Jujumaru,Blood Needle;Secret Technique: Tree Blood Barrier,Anime,Male,,,,,,Land of Calm Seas,,https://static.wikia.nocookie.net/naruto/images/6/6b/Jujumaru.png/revision/latest/scale-to-width-down/300?cb=20211220144837
Junsai,,,Male,,,,,Team Ganryu,Kirigakure,,https://static.wikia.nocookie.net/naruto/images/6/6a/Junsai.png/revision/latest/scale-to-width-down/300?cb=20210817010346
K,,Anime;Manga;Game,Male,,,,,,Kumogakure,,https://static.wikia.nocookie.net/naruto/images/9/99/K.png/revision/latest/scale-to-width-down/300?cb=20210810042414
Kaede,,Anime;Novel;Movie,,,,,,,,,
Kagari,,Anime;Manga;Game,Male,,,,,Team Oboro,Amegakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/0/0e/Kagari2.PNG/revision/latest/scale-to-width-down/300?cb=20150129151929
Kagari (cultist),,Anime,Male,,,,Cultist,,,,https://static.wikia.nocookie.net/naruto/images/e/e4/Kagari.png/revision/latest/scale-to-width-down/300?cb=20220311132443
Kage (Anbu),,Anime;Manga,Male,,,Sword,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/7/73/Kage_%28ANBU%29.png/revision/latest?cb=20160701094203
Kageki,,Anime,Male,,,,,,,,https://static.wikia.nocookie.net/naruto/images/0/04/Kageki.PNG/revision/latest/scale-to-width-down/300?cb=20101017042848
Kura Kageno,,Anime,Female,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/d/d0/Kura_Kageno.png/revision/latest?cb=20220821153306
Kagero,Antlion Ninja Arts: Ephemeral;Chakra Threads;Earth Release: Antlion Technique;Earth Release: Underground Projection Fish Technique;Fire Release: Mist Blaze Dance Technique;Transformation Technique,Anime,Female,,Fuma (Land of Sound),,,,Otogakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/2/26/Kagero.PNG/revision/latest/scale-to-width-down/300?cb=20150601141445
Futa Kagetsu,,Anime,Male,,Kagetsu Family,,Medicinal Herb Salesman,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/d/da/Futa_Kagetsu.png/revision/latest/scale-to-width-down/300?cb=20150627061252
Kiyoyasu Kagetsu,,Anime,Male,,Kagetsu Family,,,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/9/9c/Kiyoyasu_Kagetsu.png/revision/latest/scale-to-width-down/300?cb=20150627061536
Mai Kagetsu,,Anime,Female,,Kagetsu Family,,Medicinal Herb Saleswomen,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/e/e3/Mai_Kagetsu.png/revision/latest/scale-to-width-down/300?cb=20150627061344
Tobei Kagetsu,,Anime,Male,,Kagetsu Family,,Medicinal Herb Salesman,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/4/40/T%C5%8Dbei_Kagetsu.png/revision/latest/scale-to-width-down/300?cb=20150627061624
Tsukiko Kagetsu,,Anime,Female,,Kagetsu Family,,Medicinal Herb Saleswomen,,Land of Fire,,https://static.wikia.nocookie.net/naruto/images/0/05/Tsukiko_Kagetsu.png/revision/latest/scale-to-width-down/300?cb=20150627061432
Kagura (game),Ravaging Chakra Knives;Soaring Strings;Soulbane,Game,Female,Missing-nin,,Sword,,,Konohagakure,Yin Release,https://static.wikia.nocookie.net/naruto/images/d/d4/Kagura.jpg/revision/latest/scale-to-width-down/300?cb=20091113005000
Kaguya Clan Patriarch,,,Male,,Kaguya,,Head of the Kaguya clan,,,,https://static.wikia.nocookie.net/naruto/images/9/96/Kaguya_clan_Patriarch.png/revision/latest/scale-to-width-down/300?cb=20150601121943
Kahiko,,Novel;Movie,Male,,,,Ore Miner,,,,https://static.wikia.nocookie.net/naruto/images/d/d7/Kahiko.png/revision/latest/scale-to-width-down/300?cb=20150212125426
Kahyo,Ice Release: Earthen Consecutive Chains of Ice ;Ice Sword Technique ,,Female,Missing-nin,,,Master of the Hozuki Castle,Ryuha Armament Alliance,Kirigakure,Ice Release,
Kail,,Manga,Female,,,,,,Land of Redaku,,https://static.wikia.nocookie.net/naruto/images/5/5c/Kail.png/revision/latest?cb=20221022205336
Agari Kaisen,Face Copying Technique,Anime,Male,,Kedoin,,Head of the Kedoin clan,,,,https://static.wikia.nocookie.net/naruto/images/7/78/Agari_Kaisen.png/revision/latest/scale-to-width-down/300?cb=20150627070142
Nezumi Kaito,,Anime,Male,,,,Thief,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/f/fa/Nezumi_Kait%C5%8D.png/revision/latest/scale-to-width-down/300?cb=20190505232558
Kaiza,,Anime;Manga;Novel;Game,Male,,,,Fisherman,,Land of Waves,,https://static.wikia.nocookie.net/naruto/images/4/4f/Kaiza.png/revision/latest/scale-to-width-down/300?cb=20150122185407
Kaji,,Anime;Manga;Novel;Game,Male,,,,,,Land of Waves,,https://static.wikia.nocookie.net/naruto/images/4/4e/Kaji.png/revision/latest/scale-to-width-down/300?cb=20150122143644
Kajika,Hiding with Camouflage Technique;Water Clone Technique;Water Release: Cold Sky Water Attack;Water Release: Water Bullet Technique;Water Release: Water Dragon Bullet Technique;Water Release: Water Pillar;Whirlwind of Feet,Anime,Male,Missing-nin,,,,Team Kajika,Kirigakure,Water Release,https://static.wikia.nocookie.net/naruto/images/d/d1/Kajika.PNG/revision/latest/scale-to-width-down/300?cb=20101007230739
Kajiki,,Anime,Male,,,,Craftsman,,Land of Water,,https://static.wikia.nocookie.net/naruto/images/7/7f/Kajiki.png/revision/latest/scale-to-width-down/300?cb=20220306145803
Kajura,Magnet Release: Lightning God Self,,Male,Missing-nin,,Iron Sand,Terrorist,Ishi Terrorists,Ishigakure,Magnet Release,
Hana Kaka,Dark Flames Technique;Fire Release: Chaotic Petals;Heavenly Punishment;Shadow Clone Technique;Wind Release: Flower Storm;Wind Release: Gale Palm;Wind Release: Obscuring Paper;Wind Release: Scattering Blossoms,Anime,Female,,,Chakra Blade,Academy Teacher,,Land of Bamboo,Wind Release,https://static.wikia.nocookie.net/naruto/images/9/98/Hana_Kaka.png/revision/latest/scale-to-width-down/300?cb=20220808113931
Sumire Kakei,,Anime;Manga;Novel;Game,Female,,,,Katasuke Tono's Assistant,Team 15,Konohagakure,Water Release,https://static.wikia.nocookie.net/naruto/images/1/12/Sumire_Kakei.png/revision/latest/scale-to-width-down/300?cb=20210124172759
Kakesu,,Anime,Female,,,,,,,,https://static.wikia.nocookie.net/naruto/images/2/22/Kakesu.png/revision/latest/scale-to-width-down/300?cb=20221124152033
Kakko,Earth Release: Rock Lodging Destruction;Interrogation Genjutsu,Anime;Manga;Novel;Game;Movie,Male,,,Sword,,,Iwagakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/d/d8/Kakko.png/revision/latest/scale-to-width-down/300?cb=20210807192035
Kako,Dust Release: Detachment of the Primitive World Technique;Earth Release: Earth-Style Wall;Earth Release: Opening Earth Rising Excavation;Rock Clone Technique,Anime,Male,,,,,,Iwagakure,Dust Release,https://static.wikia.nocookie.net/naruto/images/4/4b/Kak%C5%8D.png/revision/latest/scale-to-width-down/300?cb=20181210133458
Kakoi,Sensing Water Sphere,Anime;Manga,Male,Sensor Type,,,,Konoha Barrier Team,Konohagakure,Water Release,https://static.wikia.nocookie.net/naruto/images/7/73/Kakoi_infobox.png/revision/latest/scale-to-width-down/300?cb=20160115171659
Kakui,Lightning Release: Shadow Clone Technique;Shadow Clone Technique,Anime,Male,,,Sword,,,Kumogakure,Lightning Release,https://static.wikia.nocookie.net/naruto/images/a/a8/Kakui.png/revision/latest/scale-to-width-down/300?cb=20200901230637
Magire Kakuremino,Cloak of Invisibility Technique ,Anime;Novel,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/2/21/Magire.png/revision/latest/scale-to-width-down/300?cb=20170517132837
Fubuki Kakuyoku,Ice Prison Technique;Ice Release: Swallow Snow Storm,Novel;Game;Movie,Female,,,Chakra Armour,,Doto's Three-Man-Team,Yukigakure,Ice Release,https://static.wikia.nocookie.net/naruto/images/b/ba/Fubuki_Kakuyoku.png/revision/latest/scale-to-width-down/300?cb=20160116190310
Kakuzu,,Anime;Manga;Novel;Game;Movie,Male,S-rank,,,Akatsuki Treasurer,,Takigakure,Earth Release,https://static.wikia.nocookie.net/naruto/images/5/57/Kakuzu.png/revision/latest/scale-to-width-down/300?cb=20160115192126
Kakuzu's Partner,,,Male,Missing-nin,,,,,Akatsuki,,https://static.wikia.nocookie.net/naruto/images/c/cc/Kakuzu%27s_Partner.png/revision/latest/scale-to-width-down/300?cb=20220206080000
Gongoro Kamakura,,Anime;Novel,Male,,,,Actor,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/2/26/Gongor%C5%8D_Kamakura.png/revision/latest/scale-to-width-down/300?cb=20171122100710
Hibari Kamakura,,Anime,Female,,,,Actress,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/f/f3/Hibari_Kamakura.png/revision/latest/scale-to-width-down/300?cb=20220912222109
Osuka Kamakura,,Anime,Female,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/a/a1/Osuka_Kamakura.png/revision/latest/scale-to-width-down/300?cb=20220808020507
Saisu Kamano,,Anime;Manga,Male,,,Kama ,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/4/41/Saisu_Kamano.png/revision/latest/scale-to-width-down/300?cb=20160216194708
Kamata,,Anime,Male,,,,,,,,https://static.wikia.nocookie.net/naruto/images/d/d0/Kamata.png/revision/latest/scale-to-width-down/300?cb=20200208175638
Kamatari,,Anime;Manga;Novel;Game;Movie,Male,Summon,,Kama,,,Sunagakure,,https://static.wikia.nocookie.net/naruto/images/c/c6/Summoning_Beheading_Dance.png/revision/latest/scale-to-width-down/300?cb=20150529131543
Kamikiri,,Anime,Male,,Fuma (Land of Sound),Scissor Pincers,,,Otogakure,,https://static.wikia.nocookie.net/naruto/images/9/93/Kamikiri.png/revision/latest/scale-to-width-down/300?cb=20150601141231
Jin Kaminari,,Anime;Manga,Male,,,,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/f/f2/Jin_Kaminari_Anime.png/revision/latest?cb=20210119080459
Denki Kaminarimon,Lightning Release: Elekiter ;Lightning Release: Lightning Slash ;Lightning Release: Overdrive ;Multiple String Light Formation ;String Light Formation ,Anime;Manga;Novel;Game,Male,,,Flash Bomb ,,Team 5,Konohagakure,Lightning Release,https://static.wikia.nocookie.net/naruto/images/a/a3/Denki_Kaminarimon.png/revision/latest/scale-to-width-down/300?cb=20180208013944
Ereki Kaminarimon,,Anime;Novel;Game,Male,,,,President of Kaminarimon Company,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/e/e0/Ereki.png/revision/latest/scale-to-width-down/300?cb=20180221125602
Kamira,Kamira's Illusion;Smokescreen,Novel;Movie,Female,,,Stone of Gelel,,Haido's Knights,Temujin's Continent,,https://static.wikia.nocookie.net/naruto/images/4/4f/Kamira.png/revision/latest/scale-to-width-down/300?cb=20150212123014
Izumo Kamizuki,Chains: Twin Fangs Slash;Twin Fangs Slash;Water Release: Starch Syrup Capturing Field,Anime;Manga;Novel;Game;Movie,Male,,,Kunai Blade,Chunin Exams Assistant,Twenty Platoons,Konohagakure,Water Release,https://static.wikia.nocookie.net/naruto/images/5/5d/Izumo_Kamizuki.png/revision/latest/scale-to-width-down/300?cb=20140111135444
Kanabun,,Anime,Male,,,,Boss of the Kanabun Gang,Kanabun Gang,,,https://static.wikia.nocookie.net/naruto/images/7/7d/Kanabun.PNG/revision/latest/scale-to-width-down/300?cb=20101017043851
Kanchi,,Anime,Male,,,,,,,,https://static.wikia.nocookie.net/naruto/images/e/e7/Kanchi_Infobox.png/revision/latest/scale-to-width-down/300?cb=20220311134711
Kandachi,Conch Cannon;Conch Whip;Summoning Technique (Conch King);Water Release Genjutsu: Demonic Phantom Fog Prison;Water Release: Hiding in Water Technique,Anime,Male,Missing-nin,,,,,Amegakure,Water Release,https://static.wikia.nocookie.net/naruto/images/1/1a/Kandachi2.png/revision/latest/scale-to-width-down/300?cb=20160129045210
Tekuno Kanden,,Anime;Movie,Male,,,Crossbow,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/4/49/Tekuno_Kanden.png/revision/latest/scale-to-width-down/300?cb=20160223071712
Kaneki,,Anime,Male,,,,President of Kaneki Corporation,,,,https://static.wikia.nocookie.net/naruto/images/0/0e/Kaneki.png/revision/latest/scale-to-width-down/300?cb=20200710224350
Kankuro,Black Secret Technique Machine One Shot;Black Secret Technique Machine Two Shot;Black Secret Technique — Machine Triple Shot;Black Secret Technique: Salamander;Earth Release: Hiding Like a Mole Technique ;Mechanical Light Shield Block;Poison Mist Hell: Hundred Continuous Firing ;Puppet Performance: Skilful Achievement with a Human Body ;Puppet Technique;Red Secret Technique: Machinery Triangles,Anime;Manga;Novel;Game;Movie,Male,,Kazekage   ,Flamethrower ,Fifth Kazekage's Bodyguard,Three Sand Siblings,Sunagakure,Wind Release,https://static.wikia.nocookie.net/naruto/images/7/7d/Kankur%C5%8D1.png/revision/latest/scale-to-width-down/300?cb=20150125171209
Kanna,Chakra Transfer Technique;Mystical Palm Technique,Anime,Female,,otsutsuki,,,,Land of Ancestors,,https://static.wikia.nocookie.net/naruto/images/9/92/Kanna_%28Girl%29.png/revision/latest/scale-to-width-down/300?cb=20160630114130
Kanna (carpenter),,Anime,Male,,,,Master Carpenter,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/4/47/Kanna.png/revision/latest/scale-to-width-down/300?cb=20150626144602
Suika Kannonji,,Anime;Manga,Female,,,,,,Konohagakure,,
Kanoe,,Anime,Male,,,Sword,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/a/a7/Kanoe.png/revision/latest/scale-to-width-down/300?cb=20140521184619
Kanoto,,Anime;Game,Male,,,Sword,,,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/1/11/Kanoto.png/revision/latest/scale-to-width-down/300?cb=20140521184621
Kanpo,,Anime;Manga;Game,Male,Medical-nin,,,,Medic Corps,Konohagakure,,https://static.wikia.nocookie.net/naruto/images/c/c0/Kanp%C5%8D.png/revision/latest/scale-to-width-down/300?cb=20150116204005
